date,category,description,amount,type
24-09-2024,Travel,Travel transaction,4667.64,Expense
23-05-2024,Bills,Bills transaction,2780.56,Expense
09-05-2024,Bonus,Bonus transaction,35161.01,Income
24-10-2024,Bonus,Bonus transaction,30687.69,Income
07-12-2024,Investment,Investment transaction,32580.98,Income
24-09-2024,Freelance,Freelance transaction,15059.16,Income
06-09-2024,Freelance,Freelance transaction,15602.65,Income
27-10-2024,Shopping,Shopping transaction,4388.08,Expense
07-03-2024,Rent,Rent transaction,4347.99,Expense
14-10-2024,Groceries,Groceries transaction,2333.49,Expense
19-08-2024,Bills,Bills transaction,251.92,Expense
23-06-2024,Bills,Bills transaction,4366.51,Expense
11-08-2024,Shopping,Shopping transaction,2126.1,Expense
21-11-2024,Travel,Travel transaction,2103.09,Expense
23-09-2024,Investment,Investment transaction,43604.86,Income
05-09-2024,Entertainment,Entertainment transaction,3454.94,Expense
16-10-2024,Shopping,Shopping transaction,3116.29,Expense
14-10-2024,Food,Food transaction,2705.56,Expense
30-11-2024,Salary,Salary transaction,35015.68,Income
29-01-2024,Entertainment,Entertainment transaction,3554.35,Expense
04-03-2024,Food,Food transaction,2091.3,Expense
23-03-2024,Bills,Bills transaction,254.85,Expense
27-06-2024,Health,Health transaction,1214.28,Expense
19-12-2024,Travel,Travel transaction,3848.67,Expense
31-08-2024,Travel,Travel transaction,2667.21,Expense
20-11-2024,Entertainment,Entertainment transaction,3437.63,Expense
20-07-2024,Health,Health transaction,4715.82,Expense
02-07-2024,Utilities,Utilities transaction,983.89,Expense
14-10-2024,Food,Food transaction,4996.93,Expense
12-02-2024,Shopping,Shopping transaction,622.86,Expense
11-03-2024,Food,Food transaction,3713.92,Expense
19-12-2024,Entertainment,Entertainment transaction,1196.37,Expense
07-07-2024,Investment,Investment transaction,13497.63,Income
16-11-2024,Investment,Investment transaction,38315.03,Income
20-02-2024,Rent,Rent transaction,3209.88,Expense
01-05-2024,Bills,Bills transaction,1326.45,Expense
21-09-2024,Food,Food transaction,2525.21,Expense
24-08-2024,Health,Health transaction,2267.85,Expense
22-01-2024,Bills,Bills transaction,4665.45,Expense
16-09-2024,Health,Health transaction,4773.18,Expense
07-04-2024,Travel,Travel transaction,612.38,Expense
01-01-2024,Utilities,Utilities transaction,2993.5,Expense
21-08-2024,Rent,Rent transaction,2436.73,Expense
05-09-2024,Transport,Transport transaction,1484.38,Expense
13-09-2024,Gift,Gift transaction,17840.35,Income
08-10-2024,Transport,Transport transaction,1637.57,Expense
23-01-2024,Bonus,Bonus transaction,60524.29,Income
29-03-2024,Shopping,Shopping transaction,1672.28,Expense
12-02-2024,Travel,Travel transaction,3856.86,Expense
19-11-2024,Salary,Salary transaction,79953.86,Income
11-05-2024,Rent,Rent transaction,1610.93,Expense
09-12-2024,Travel,Travel transaction,2043.45,Expense
20-02-2024,Utilities,Utilities transaction,4393.61,Expense
05-05-2024,Groceries,Groceries transaction,4850.8,Expense
24-04-2024,Utilities,Utilities transaction,1093.4,Expense
04-02-2024,Health,Health transaction,1835.85,Expense
15-04-2024,Bonus,Bonus transaction,47687.28,Income
30-01-2024,Transport,Transport transaction,2848.24,Expense
05-05-2024,Salary,Salary transaction,44893.79,Income
19-10-2024,Utilities,Utilities transaction,2974.42,Expense
09-12-2024,Groceries,Groceries transaction,1201.29,Expense
18-07-2024,Shopping,Shopping transaction,286.13,Expense
18-07-2024,Bills,Bills transaction,3598.66,Expense
01-04-2024,Salary,Salary transaction,76312.28,Income
10-11-2024,Travel,Travel transaction,1419.5,Expense
12-12-2024,Rent,Rent transaction,1895.98,Expense
28-01-2024,Utilities,Utilities transaction,4348.23,Expense
25-05-2024,Freelance,Freelance transaction,9912.99,Income
17-12-2024,Transport,Transport transaction,2101.37,Expense
30-03-2024,Health,Health transaction,4785.65,Expense
08-02-2024,Salary,Salary transaction,21396.93,Income
15-08-2024,Travel,Travel transaction,431.19,Expense
28-07-2024,Food,Food transaction,4908.81,Expense
26-10-2024,Bonus,Bonus transaction,33292.36,Income
05-03-2024,Utilities,Utilities transaction,4850.88,Expense
18-09-2024,Food,Food transaction,4048.98,Expense
24-02-2024,Gift,Gift transaction,20037.96,Income
10-03-2024,Freelance,Freelance transaction,36406.21,Income
26-10-2024,Health,Health transaction,4071.24,Expense
12-11-2024,Salary,Salary transaction,70731.09,Income
11-03-2024,Freelance,Freelance transaction,78182.75,Income
10-04-2024,Health,Health transaction,4596.1,Expense
23-06-2024,Health,Health transaction,2085.64,Expense
28-06-2024,Travel,Travel transaction,1429.01,Expense
20-02-2024,Bills,Bills transaction,1795.44,Expense
23-01-2024,Health,Health transaction,593.54,Expense
26-09-2024,Bills,Bills transaction,3734.22,Expense
15-07-2024,Health,Health transaction,4517.12,Expense
27-02-2024,Utilities,Utilities transaction,3831.46,Expense
01-01-2024,Transport,Transport transaction,1347.71,Expense
05-06-2024,Entertainment,Entertainment transaction,4026.36,Expense
18-06-2024,Utilities,Utilities transaction,199.71,Expense
13-10-2024,Bills,Bills transaction,4651.15,Expense
06-03-2024,Salary,Salary transaction,44214.4,Income
15-09-2024,Travel,Travel transaction,3202.19,Expense
27-08-2024,Entertainment,Entertainment transaction,1861.0,Expense
02-02-2024,Utilities,Utilities transaction,2661.88,Expense
16-11-2024,Utilities,Utilities transaction,1568.12,Expense
12-09-2024,Bills,Bills transaction,1201.73,Expense
26-03-2024,Entertainment,Entertainment transaction,2940.85,Expense
19-03-2024,Freelance,Freelance transaction,71083.06,Income
19-11-2024,Bonus,Bonus transaction,68686.38,Income
29-02-2024,Health,Health transaction,626.95,Expense
15-05-2024,Travel,Travel transaction,3532.89,Expense
23-02-2024,Bonus,Bonus transaction,13601.06,Income
24-03-2024,Travel,Travel transaction,2616.15,Expense
15-12-2024,Health,Health transaction,2658.9,Expense
15-06-2024,Salary,Salary transaction,25643.26,Income
19-09-2024,Food,Food transaction,2176.64,Expense
18-07-2024,Bonus,Bonus transaction,27193.94,Income
11-10-2024,Gift,Gift transaction,70788.92,Income
05-03-2024,Utilities,Utilities transaction,4211.93,Expense
04-10-2024,Entertainment,Entertainment transaction,2784.55,Expense
08-05-2024,Investment,Investment transaction,12153.85,Income
19-05-2024,Travel,Travel transaction,4670.32,Expense
29-11-2024,Rent,Rent transaction,2246.61,Expense
09-08-2024,Freelance,Freelance transaction,75385.89,Income
28-10-2024,Salary,Salary transaction,46669.5,Income
07-01-2024,Rent,Rent transaction,4112.34,Expense
27-02-2024,Gift,Gift transaction,53407.49,Income
14-07-2024,Entertainment,Entertainment transaction,3062.95,Expense
08-09-2024,Utilities,Utilities transaction,4364.39,Expense
19-11-2024,Bonus,Bonus transaction,25631.07,Income
12-02-2024,Groceries,Groceries transaction,748.39,Expense
30-09-2024,Rent,Rent transaction,2630.78,Expense
12-04-2024,Gift,Gift transaction,72550.58,Income
19-06-2024,Health,Health transaction,3674.55,Expense
17-09-2024,Health,Health transaction,4761.39,Expense
25-07-2024,Rent,Rent transaction,1032.35,Expense
14-10-2024,Transport,Transport transaction,253.69,Expense
09-07-2024,Groceries,Groceries transaction,428.45,Expense
03-10-2024,Transport,Transport transaction,4357.58,Expense
01-10-2024,Travel,Travel transaction,4864.79,Expense
21-06-2024,Travel,Travel transaction,3369.86,Expense
07-07-2024,Groceries,Groceries transaction,1135.44,Expense
06-08-2024,Freelance,Freelance transaction,68771.07,Income
02-04-2024,Health,Health transaction,481.46,Expense
27-01-2024,Gift,Gift transaction,73275.62,Income
10-03-2024,Health,Health transaction,1296.57,Expense
11-08-2024,Shopping,Shopping transaction,2784.77,Expense
01-12-2024,Shopping,Shopping transaction,2133.44,Expense
03-05-2024,Travel,Travel transaction,4200.02,Expense
23-02-2024,Groceries,Groceries transaction,136.9,Expense
01-06-2024,Shopping,Shopping transaction,4528.83,Expense
19-05-2024,Transport,Transport transaction,4405.37,Expense
17-07-2024,Groceries,Groceries transaction,4628.15,Expense
06-07-2024,Bonus,Bonus transaction,28069.12,Income
21-04-2024,Health,Health transaction,2637.84,Expense
30-12-2024,Bonus,Bonus transaction,47529.74,Income
26-07-2024,Utilities,Utilities transaction,3686.72,Expense
21-07-2024,Groceries,Groceries transaction,4128.31,Expense
22-11-2024,Shopping,Shopping transaction,3649.44,Expense
03-04-2024,Food,Food transaction,2262.42,Expense
24-06-2024,Travel,Travel transaction,3423.05,Expense
02-07-2024,Utilities,Utilities transaction,1511.02,Expense
27-06-2024,Transport,Transport transaction,4730.78,Expense
24-08-2024,Food,Food transaction,4733.55,Expense
20-03-2024,Bills,Bills transaction,71.13,Expense
26-12-2024,Travel,Travel transaction,1720.65,Expense
18-11-2024,Utilities,Utilities transaction,1576.82,Expense
22-04-2024,Shopping,Shopping transaction,4156.24,Expense
21-09-2024,Bonus,Bonus transaction,53361.93,Income
26-08-2024,Investment,Investment transaction,53012.17,Income
21-12-2024,Salary,Salary transaction,73933.64,Income
23-11-2024,Gift,Gift transaction,72642.29,Income
29-03-2024,Shopping,Shopping transaction,1874.48,Expense
31-03-2024,Entertainment,Entertainment transaction,2006.35,Expense
20-12-2024,Transport,Transport transaction,2856.38,Expense
21-06-2024,Bills,Bills transaction,4250.2,Expense
09-01-2024,Health,Health transaction,3403.74,Expense
21-06-2024,Rent,Rent transaction,4200.96,Expense
04-04-2024,Salary,Salary transaction,69961.97,Income
25-02-2024,Shopping,Shopping transaction,708.05,Expense
25-08-2024,Health,Health transaction,2089.99,Expense
25-04-2024,Entertainment,Entertainment transaction,1995.82,Expense
30-11-2024,Food,Food transaction,541.6,Expense
04-08-2024,Bonus,Bonus transaction,18315.05,Income
29-04-2024,Health,Health transaction,4161.99,Expense
08-10-2024,Investment,Investment transaction,20488.3,Income
17-01-2024,Gift,Gift transaction,19751.97,Income
06-12-2024,Rent,Rent transaction,3116.67,Expense
19-02-2024,Health,Health transaction,2637.46,Expense
12-12-2024,Food,Food transaction,2637.45,Expense
12-06-2024,Rent,Rent transaction,469.12,Expense
08-06-2024,Shopping,Shopping transaction,2730.58,Expense
27-09-2024,Entertainment,Entertainment transaction,2927.06,Expense
23-08-2024,Gift,Gift transaction,48770.39,Income
20-10-2024,Salary,Salary transaction,44353.13,Income
19-05-2024,Health,Health transaction,457.71,Expense
23-03-2024,Salary,Salary transaction,37134.35,Income
21-08-2024,Investment,Investment transaction,37888.5,Income
08-04-2024,Food,Food transaction,2152.27,Expense
11-01-2024,Rent,Rent transaction,4044.72,Expense
22-02-2024,Transport,Transport transaction,3178.9,Expense
17-02-2024,Salary,Salary transaction,11541.26,Income
16-01-2024,Gift,Gift transaction,39497.29,Income
22-09-2024,Freelance,Freelance transaction,77976.27,Income
25-05-2024,Gift,Gift transaction,23683.89,Income
08-04-2024,Bonus,Bonus transaction,30627.87,Income
27-03-2024,Health,Health transaction,317.22,Expense
28-03-2024,Gift,Gift transaction,28855.48,Income
08-04-2024,Shopping,Shopping transaction,1103.67,Expense
15-04-2024,Bills,Bills transaction,3142.98,Expense
05-02-2024,Food,Food transaction,3806.71,Expense
30-05-2024,Rent,Rent transaction,3228.06,Expense
10-04-2024,Transport,Transport transaction,4074.55,Expense
01-01-2024,Salary,Salary transaction,71109.83,Income
10-03-2024,Freelance,Freelance transaction,42965.16,Income
22-10-2024,Investment,Investment transaction,15339.86,Income
04-05-2024,Salary,Salary transaction,73880.5,Income
30-09-2024,Utilities,Utilities transaction,4624.39,Expense
24-01-2024,Shopping,Shopping transaction,2326.16,Expense
11-03-2024,Entertainment,Entertainment transaction,3411.73,Expense
01-08-2024,Groceries,Groceries transaction,1627.89,Expense
05-09-2024,Utilities,Utilities transaction,112.31,Expense
15-09-2024,Transport,Transport transaction,2574.03,Expense
23-05-2024,Investment,Investment transaction,16367.17,Income
15-10-2024,Transport,Transport transaction,1196.33,Expense
06-04-2024,Gift,Gift transaction,5825.74,Income
25-03-2024,Health,Health transaction,4938.17,Expense
15-03-2024,Entertainment,Entertainment transaction,3041.3,Expense
08-11-2024,Bills,Bills transaction,3271.54,Expense
05-09-2024,Bills,Bills transaction,216.74,Expense
14-10-2024,Gift,Gift transaction,9681.44,Income
12-12-2024,Health,Health transaction,4185.0,Expense
12-05-2024,Transport,Transport transaction,2328.77,Expense
24-02-2024,Groceries,Groceries transaction,1381.94,Expense
09-04-2024,Groceries,Groceries transaction,4821.5,Expense
06-12-2024,Entertainment,Entertainment transaction,2863.16,Expense
31-01-2024,Groceries,Groceries transaction,2857.76,Expense
03-05-2024,Travel,Travel transaction,4364.35,Expense
30-09-2024,Travel,Travel transaction,4429.36,Expense
09-08-2024,Entertainment,Entertainment transaction,1532.2,Expense
25-12-2024,Bills,Bills transaction,1045.91,Expense
30-03-2024,Utilities,Utilities transaction,4162.05,Expense
22-06-2024,Freelance,Freelance transaction,66045.23,Income
23-12-2024,Freelance,Freelance transaction,51481.14,Income
26-11-2024,Groceries,Groceries transaction,4715.34,Expense
02-01-2024,Transport,Transport transaction,2916.61,Expense
17-04-2024,Groceries,Groceries transaction,3359.18,Expense
07-06-2024,Health,Health transaction,789.85,Expense
10-02-2024,Food,Food transaction,2456.9,Expense
25-02-2024,Transport,Transport transaction,4903.58,Expense
05-05-2024,Freelance,Freelance transaction,34460.97,Income
29-01-2024,Transport,Transport transaction,2306.72,Expense
01-12-2024,Rent,Rent transaction,65.48,Expense
01-04-2024,Health,Health transaction,3755.04,Expense
21-11-2024,Freelance,Freelance transaction,42400.57,Income
19-06-2024,Rent,Rent transaction,4631.82,Expense
02-09-2024,Gift,Gift transaction,50734.56,Income
15-08-2024,Transport,Transport transaction,4825.99,Expense
13-06-2024,Freelance,Freelance transaction,60882.1,Income
13-11-2024,Utilities,Utilities transaction,1696.95,Expense
11-06-2024,Freelance,Freelance transaction,52791.24,Income
04-01-2024,Entertainment,Entertainment transaction,1589.93,Expense
18-01-2024,Entertainment,Entertainment transaction,1034.36,Expense
18-04-2024,Investment,Investment transaction,27437.38,Income
10-02-2024,Bonus,Bonus transaction,17721.13,Income
01-05-2024,Utilities,Utilities transaction,2541.79,Expense
15-07-2024,Bonus,Bonus transaction,74951.14,Income
16-05-2024,Food,Food transaction,2637.19,Expense
31-03-2024,Salary,Salary transaction,23295.64,Income
03-01-2024,Rent,Rent transaction,4053.78,Expense
09-10-2024,Bills,Bills transaction,613.66,Expense
17-07-2024,Shopping,Shopping transaction,1821.65,Expense
08-01-2024,Salary,Salary transaction,9388.78,Income
15-06-2024,Shopping,Shopping transaction,4830.36,Expense
12-12-2024,Shopping,Shopping transaction,2587.19,Expense
27-10-2024,Freelance,Freelance transaction,62390.47,Income
12-06-2024,Salary,Salary transaction,45413.63,Income
10-11-2024,Rent,Rent transaction,1174.11,Expense
22-06-2024,Food,Food transaction,3259.14,Expense
03-06-2024,Freelance,Freelance transaction,76986.61,Income
19-05-2024,Entertainment,Entertainment transaction,733.85,Expense
30-06-2024,Transport,Transport transaction,2436.75,Expense
13-02-2024,Salary,Salary transaction,15789.49,Income
02-05-2024,Food,Food transaction,3856.08,Expense
15-04-2024,Rent,Rent transaction,3127.15,Expense
21-10-2024,Transport,Transport transaction,3111.78,Expense
17-03-2024,Travel,Travel transaction,823.9,Expense
24-04-2024,Shopping,Shopping transaction,2977.23,Expense
28-10-2024,Investment,Investment transaction,29940.34,Income
10-04-2024,Groceries,Groceries transaction,4381.37,Expense
03-05-2024,Groceries,Groceries transaction,2337.31,Expense
28-12-2024,Rent,Rent transaction,1150.47,Expense
21-09-2024,Bills,Bills transaction,4627.22,Expense
26-03-2024,Rent,Rent transaction,4990.27,Expense
24-07-2024,Investment,Investment transaction,43130.57,Income
07-01-2024,Transport,Transport transaction,612.29,Expense
04-03-2024,Food,Food transaction,194.36,Expense
06-07-2024,Entertainment,Entertainment transaction,2996.33,Expense
